id_aluno,nome,curso,periodo,disciplinas_cursadas,areas_interesse
307,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
308,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
309,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
310,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
311,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
312,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
313,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
314,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
315,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
316,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
317,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
318,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
319,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
320,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
321,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
322,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
323,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
324,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
325,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
326,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
327,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
328,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
329,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
330,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
331,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
332,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
333,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
334,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
335,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
336,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
337,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
338,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
339,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
340,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
341,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
342,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
343,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
344,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
345,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
346,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
347,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
348,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
349,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
350,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
351,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
352,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
353,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
354,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
355,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
356,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
357,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
358,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
359,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
360,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
361,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
362,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
363,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
364,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
365,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
366,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
367,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
368,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
369,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
370,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
371,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
372,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
373,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
374,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
375,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
376,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
377,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
378,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
379,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
380,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
381,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
382,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
383,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
384,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
385,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
386,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
387,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
388,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
389,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
390,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
391,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
392,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
393,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
394,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
395,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
396,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
397,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
398,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
399,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
400,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
401,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
402,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
403,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
404,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
405,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
406,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
407,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
408,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
409,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
410,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
411,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
412,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
413,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
414,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
415,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
416,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
417,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
418,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
419,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
420,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
421,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
422,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
423,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
424,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
425,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
426,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
427,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
428,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
429,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
430,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
431,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
432,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
433,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
434,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
435,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
436,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
437,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
438,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
439,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
440,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
441,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
442,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
443,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
444,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
445,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
446,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
447,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
448,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
449,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
450,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
451,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
452,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
453,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
454,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
455,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
456,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
457,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
458,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
459,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
460,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
461,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
462,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
463,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
464,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
465,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
466,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
467,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
468,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
469,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
470,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
471,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
472,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
473,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
474,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
475,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
476,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
477,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
478,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
479,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
480,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
481,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
482,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
483,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
484,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
485,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
486,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
487,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
488,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
489,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
490,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
491,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
492,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
493,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
494,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
495,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
496,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
497,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
498,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
499,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
500,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
501,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
502,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
503,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
504,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
505,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
506,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
507,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
508,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
509,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
510,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
511,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
512,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
513,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
514,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
515,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
516,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
517,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
518,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
519,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
520,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
521,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
522,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
523,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
524,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
525,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
526,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
527,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
528,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
529,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
530,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
531,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
